id,firstname,lastname,email,score,date_of_birth,university
1155,Nita,Garrison,Nita.Garrison@mymail.com,3.67,1900-06-16,New York University (Buenos Aires campus)
1156,Benita,Isacco,Benita.Isacco@mymail.com,7.56,1945-11-19,American University in Dubai
1157,Max,Valoniah,Max.Valoniah@mymail.com,6.45,1978-12-02,American University of Beirut
1158,Gavrielle,Cadmar,Gavrielle.Cadmar@mymail.com,5.8,1944-10-22,American University of Beirut
1159,Ashlee,Kiyoshi,Ashlee.Kiyoshi@mymail.com,9.17,1991-04-09,New York University (Abu Dhabi campus)
1160,Cherrita,Eugenia,Cherrita.Eugenia@mymail.com,4.49,1934-09-07,Temple University (Japan campus)
1161,Cherilyn,Yerkovich,Cherilyn.Yerkovich@mymail.com,9.44,1991-05-17,St. John's University (Paris campus)
1162,Di,Creamer,Di.Creamer@mymail.com,8.48,1962-08-01,New York University (Buenos Aires campus)
1163,Dyann,Kinnard,Dyann.Kinnard@mymail.com,4.05,1972-12-01,Lakeland University (Japan campus)
1164,Sherrie,Natalia,Sherrie.Natalia@mymail.com,5.61,1975-05-22,New York University (Abu Dhabi campus)
1165,Kimberley,Sacken,Kimberley.Sacken@mymail.com,5.48,1919-02-13,American University of Antigua
1166,Melina,Dalli,Melina.Dalli@mymail.com,2.1,1956-04-08,American University in Bulgaria
1167,Isa,Percy,Isa.Percy@mymail.com,1.82,1944-06-28,American University of Armenia
1168,Doro,Edee,Doro.Edee@mymail.com,10.72,1968-03-20,New York University (Abu Dhabi campus)
1169,Ashlee,Louanna,Ashlee.Louanna@mymail.com,5.72,1930-01-22,American University of Armenia
1170,Kaia,Bari,Kaia.Bari@mymail.com,8.03,1992-07-19,Lebanese American University
1171,Lanae,Thar,Lanae.Thar@mymail.com,8.86,1938-06-25,American College Dublin
1172,Lorne,McCutcheon,Lorne.McCutcheon@mymail.com,5.32,1993-01-07,McDaniel College Budapest
1173,Lisette,Mich,Lisette.Mich@mymail.com,2.24,1991-06-16,Lebanese American University
1174,Dolli,Morehouse,Dolli.Morehouse@mymail.com,7.59,1967-05-14,United States International University
1175,Talya,Lubin,Talya.Lubin@mymail.com,3.74,1911-01-17,McDaniel College Budapest
1176,Netty,Jagir,Netty.Jagir@mymail.com,2.93,1943-02-12,Stony Brook University (Korea campus)
1177,Kenna,Philipp,Kenna.Philipp@mymail.com,10.06,2000-10-30,American InterContinental University
1178,Emylee,Rooney,Emylee.Rooney@mymail.com,6.5,1962-12-08,Hellenic American University
1179,Belinda,Chrystel,Belinda.Chrystel@mymail.com,3.64,1921-10-17,Stony Brook University (Korea campus)
1180,Claresta,Erb,Claresta.Erb@mymail.com,1.62,1947-12-21,New York University (Buenos Aires campus)
1181,Marcelline,Lorenz,Marcelline.Lorenz@mymail.com,4.4,1904-02-17,Rochester Institute of Technology (Dubai campus)
1182,Delilah,Juan,Delilah.Juan@mymail.com,7.37,1908-05-02,American University in Bosnia and Herzegovina
1183,Valera,Zina,Valera.Zina@mymail.com,1.3,1947-07-27,Stony Brook University (Korea campus)
1184,Mariele,Adrienne,Mariele.Adrienne@mymail.com,3.64,2002-10-05,Lebanese American University
1185,Adele,Sancho,Adele.Sancho@mymail.com,6.2,1943-04-12,Richmond The American International University in London
1186,Petronia,Raychel,Petronia.Raychel@mymail.com,10.13,1941-03-13,Lakeland University (Japan campus)
1187,Catrina,Saree,Catrina.Saree@mymail.com,5.05,1978-07-04,University of Maryland Global Campus
1188,Brena,Luhe,Brena.Luhe@mymail.com,1.87,1934-02-08,St. John's University (Paris campus)
1189,Meg,Paton,Meg.Paton@mymail.com,1.85,1959-07-21,RIT Kosovo / American University in Kosovo
1190,Gwenneth,Jorgan,Gwenneth.Jorgan@mymail.com,3.88,1924-02-20,McDaniel College Budapest
1191,Hettie,Percy,Hettie.Percy@mymail.com,3.27,1916-03-26,Central European University
1192,Cacilie,Desai,Cacilie.Desai@mymail.com,9.29,1972-02-03,Lakeland University (Japan campus)
1193,Nelle,Birdella,Nelle.Birdella@mymail.com,3.15,1995-01-23,Schiller International University
1194,Malina,Camden,Malina.Camden@mymail.com,4.99,2003-11-14,American University in Bulgaria
1195,Livvyy,Tryck,Livvyy.Tryck@mymail.com,10.13,1934-04-10,American College of Greece
1196,Rani,Bollay,Rani.Bollay@mymail.com,2.58,1932-02-18,University of Utah (Incheon campus)
1197,Georgina,Shaddock,Georgina.Shaddock@mymail.com,2.49,2004-03-10,Keiser University (Latin American campus)
1198,Cacilie,Izaak,Cacilie.Izaak@mymail.com,5.74,1944-05-04,Hult International Business School
1199,Shannah,Esmaria,Shannah.Esmaria@mymail.com,9.64,1992-12-15,Webster University Geneva (Geneva campus)
1200,Ada,Quent,Ada.Quent@mymail.com,4.73,1993-03-27,American University of Sharjah
1201,Millie,O'Neill,Millie.O'Neill@mymail.com,1.04,1921-10-02,Lebanese American University
1202,Corina,Dominy,Corina.Dominy@mymail.com,5.36,1927-07-23,Keiser University (Latin American campus)
1203,Edee,Rad,Edee.Rad@mymail.com,1.13,1945-06-18,Rochester Institute of Technology (Dubai campus)
1204,Blondelle,Kinnard,Blondelle.Kinnard@mymail.com,6.36,1989-06-06,Girne American University
1205,Glenda,Pelagias,Glenda.Pelagias@mymail.com,3.72,1992-02-08,American University of Sharjah
1206,Cacilie,Mendez,Cacilie.Mendez@mymail.com,3.68,1907-01-03,Girne American University
1207,Karina,Zetta,Karina.Zetta@mymail.com,9.9,1994-02-18,St. John's University (Italy campus)
1208,Marita,Candy,Marita.Candy@mymail.com,5.25,2007-04-17,Hellenic American University
1209,Tami,Elvyn,Tami.Elvyn@mymail.com,8.05,1934-07-09,Lebanese American University
1210,Raina,Gabrielli,Raina.Gabrielli@mymail.com,6.97,1975-08-06,American College Dublin
1211,Winny,Keelia,Winny.Keelia@mymail.com,2.42,1956-05-07,Rochester Institute of Technology (Dubai campus)
1212,Alia,Clarissa,Alia.Clarissa@mymail.com,4.8,1918-07-23,Lakeland University (Japan campus)
1213,Merry,Paine,Merry.Paine@mymail.com,6.51,2014-08-31,Central European University
1214,Asia,Buckler,Asia.Buckler@mymail.com,3.08,1968-11-15,Temple University (Japan campus)
1215,Averyl,Francyne,Averyl.Francyne@mymail.com,6.29,1936-07-27,Webster University Geneva (Geneva campus)
1216,Loree,Roche,Loree.Roche@mymail.com,3.22,1976-01-13,New York University (Abu Dhabi campus)
1217,Helena,Fry,Helena.Fry@mymail.com,1.14,2009-02-17,American University of Antigua
1218,Jean,Henrie,Jean.Henrie@mymail.com,2.98,1948-10-06,Schiller International University
1219,Anestassia,Mendez,Anestassia.Mendez@mymail.com,8.55,1917-11-08,New York University (Buenos Aires campus)
1220,Carree,Bevin,Carree.Bevin@mymail.com,8.06,1917-05-25,Lakeland University (Japan campus)
1221,Dorene,Pond,Dorene.Pond@mymail.com,7.87,1959-02-21,Richmond The American International University in London
1222,Melanie,Uird,Melanie.Uird@mymail.com,6.44,1942-04-26,New York University (Florence campus)
1223,Blondelle,Cohdwell,Blondelle.Cohdwell@mymail.com,3.29,1955-12-20,Rochester Institute of Technology (Dubai campus)
1224,Paule,Masao,Paule.Masao@mymail.com,7.97,1957-09-21,Franklin University Switzerland
1225,Agnese,Jethro,Agnese.Jethro@mymail.com,8.13,1976-08-29,Schiller International University
1226,Arlina,Martguerita,Arlina.Martguerita@mymail.com,9,2017-07-22,St. John's University (Italy campus)
1227,Gusty,Adamsen,Gusty.Adamsen@mymail.com,9.65,1918-06-11,American University of Sharjah
1228,Leia,Syd,Leia.Syd@mymail.com,4.28,1907-11-17,Hellenic American University
1229,Sharlene,Clie,Sharlene.Clie@mymail.com,2.58,1918-06-19,American University in Bosnia and Herzegovina
1230,Ilse,Fiester,Ilse.Fiester@mymail.com,1.5,1993-05-16,New York University (Buenos Aires campus)
1231,Dulce,Honoria,Dulce.Honoria@mymail.com,8.68,1945-11-09,St. John's University (Paris campus)
1232,Tilly,Magnolia,Tilly.Magnolia@mymail.com,3.47,1964-02-07,RIT Kosovo / American University in Kosovo
1233,Donnie,Kronfeld,Donnie.Kronfeld@mymail.com,7.55,2003-05-01,Hellenic American University
1234,Nikki,Lorain,Nikki.Lorain@mymail.com,4.06,2019-12-21,American College of Thessaloniki (ACT)
1235,Madelle,Roxanna,Madelle.Roxanna@mymail.com,10.58,1972-12-25,Lakeland University (Japan campus)
1236,Therine,Palocz,Therine.Palocz@mymail.com,1.86,2014-09-24,Franklin University Switzerland
1237,Meghann,Chick,Meghann.Chick@mymail.com,5.3,1952-04-03,Temple University (Japan campus)
1238,Chrystel,Haldas,Chrystel.Haldas@mymail.com,4.03,1956-09-22,Central European University
1239,Sabina,Norrie,Sabina.Norrie@mymail.com,4.77,1997-09-23,American University of Rome
1240,Bernie,Jobi,Bernie.Jobi@mymail.com,3.77,2006-10-01,American University of Nigeria
1241,Bobinette,Pernick,Bobinette.Pernick@mymail.com,3.65,2002-02-18,American University of Antigua
1242,Ariela,Stephie,Ariela.Stephie@mymail.com,6.16,1984-06-01,John Cabot University
1243,Kirstin,Rolf,Kirstin.Rolf@mymail.com,9.58,1979-06-22,Richmond The American International University in London
1244,Aigneis,Ferino,Aigneis.Ferino@mymail.com,6,1908-05-24,George Mason University (Incheon campus)
1245,Angela,Lesley,Angela.Lesley@mymail.com,4.79,2001-03-17,New York University (Buenos Aires campus)
1246,Gisela,Kalinda,Gisela.Kalinda@mymail.com,9.78,1951-05-08,American University of Paris
1247,Lynea,Desai,Lynea.Desai@mymail.com,3.42,1957-05-16,United States International University
1248,Max,Merriott,Max.Merriott@mymail.com,3.29,1933-03-02,Girne American University
1249,Grier,Kalinda,Grier.Kalinda@mymail.com,6.77,1966-09-20,New York University (Buenos Aires campus)
1250,Mildrid,Keily,Mildrid.Keily@mymail.com,6,1967-04-26,New York University (Abu Dhabi campus)
1251,Almeta,Markman,Almeta.Markman@mymail.com,2.82,1905-11-17,New York University (Florence campus)
1252,Augustine,Kronfeld,Augustine.Kronfeld@mymail.com,3.29,2007-10-18,John Cabot University
1253,Karena,Kylander,Karena.Kylander@mymail.com,9.7,1940-03-16,Schiller International University
1254,Emelina,Flita,Emelina.Flita@mymail.com,9.28,1926-09-28,American University of Armenia
1255,Dorene,Sharl,Dorene.Sharl@mymail.com,1.85,1909-05-09,American University of Armenia
1256,Jobi,Ovid,Jobi.Ovid@mymail.com,2.68,1948-09-25,Central European University
1257,Annice,Lilybelle,Annice.Lilybelle@mymail.com,2.88,1944-09-12,Central European University
1258,Dacia,Bivins,Dacia.Bivins@mymail.com,10.13,1963-10-17,Temple University (Japan campus)
1259,Peri,Clie,Peri.Clie@mymail.com,4.39,1960-10-28,Temple University (Japan campus)
1260,Jsandye,Dyche,Jsandye.Dyche@mymail.com,9.26,1997-03-31,Girne American University
1261,Berget,Norvol,Berget.Norvol@mymail.com,9.65,2012-04-24,Kean University (Wenzhou campus)
1262,Jorry,Melony,Jorry.Melony@mymail.com,3.78,1954-07-08,American College Dublin
1263,Joane,Newell,Joane.Newell@mymail.com,2.76,1973-11-20,American University of Paris
1264,Lonnie,Bohlin,Lonnie.Bohlin@mymail.com,5.58,1942-10-22,George Mason University (Incheon campus)
1265,Teriann,Lauraine,Teriann.Lauraine@mymail.com,3,1973-06-29,Stony Brook University (Korea campus)
1266,Kassey,Miru,Kassey.Miru@mymail.com,5.57,1924-04-19,New York University (Buenos Aires campus)
1267,Renae,Skell,Renae.Skell@mymail.com,10.35,2013-02-22,American College of Thessaloniki (ACT)
1268,Hannis,Santoro,Hannis.Santoro@mymail.com,6.14,1905-06-17,Kean University (Wenzhou campus)
1269,Bettine,Rolf,Bettine.Rolf@mymail.com,7.74,1957-05-21,The American University in Cairo
1270,Hayley,Madelene,Hayley.Madelene@mymail.com,1.85,1997-08-07,Schiller International University
1271,Florencia,Center,Florencia.Center@mymail.com,2.44,1972-11-30,Hellenic American University
1272,Sindee,Screens,Sindee.Screens@mymail.com,6.08,1991-06-07,American College of Thessaloniki (ACT)
1273,Odessa,Iiette,Odessa.Iiette@mymail.com,2.95,1900-06-18,Franklin University Switzerland
1274,Nollie,Euridice,Nollie.Euridice@mymail.com,10.72,1909-09-27,American University of Armenia
1275,Nannie,Zina,Nannie.Zina@mymail.com,3.24,1986-12-08,American College of Greece
1276,Hildegaard,Paton,Hildegaard.Paton@mymail.com,9.75,1911-12-23,Hult International Business School
1277,Verla,MacIntosh,Verla.MacIntosh@mymail.com,10.13,1948-10-19,McDaniel College Budapest
1278,Dotty,Emerson,Dotty.Emerson@mymail.com,2.14,1900-03-04,American University of Sharjah
1279,Trixi,Jagir,Trixi.Jagir@mymail.com,5.23,1998-01-25,Temple University (Japan campus)
1280,Chrystel,Ruvolo,Chrystel.Ruvolo@mymail.com,6.59,1985-03-16,Temple University (Japan campus)
1281,Elvira,Anestassia,Elvira.Anestassia@mymail.com,9.89,1907-04-10,American University of Antigua
1282,Madalyn,Land,Madalyn.Land@mymail.com,7.28,1984-09-06,Temple University (Japan campus)
1283,Adore,Stanwood,Adore.Stanwood@mymail.com,5.43,1900-11-14,American College of Thessaloniki (ACT)
1284,Cherilyn,Harriman,Cherilyn.Harriman@mymail.com,2.45,2000-03-29,Girne American University
1285,Fidelia,Caitlin,Fidelia.Caitlin@mymail.com,6.52,1945-11-04,Hult International Business School
1286,Almeta,Cordi,Almeta.Cordi@mymail.com,7.25,1912-04-28,American University in Bulgaria
1287,Glynnis,Rudolph,Glynnis.Rudolph@mymail.com,7.8,1921-12-24,University of Utah (Incheon campus)
1288,Kittie,Goode,Kittie.Goode@mymail.com,8.79,1920-05-10,Hult International Business School
1289,Florie,Kauppi,Florie.Kauppi@mymail.com,8.33,1967-10-07,Keiser University (Latin American campus)
1290,Latisha,Bartlett,Latisha.Bartlett@mymail.com,1.46,1991-10-06,Temple University (Rome campus)
1291,Dorice,Demitria,Dorice.Demitria@mymail.com,5.96,1983-04-06,American University of Paris
1292,Nataline,Rugen,Nataline.Rugen@mymail.com,10.2,1905-06-21,Kean University (Wenzhou campus)
1293,Elie,Orpah,Elie.Orpah@mymail.com,3.98,1924-12-31,McDaniel College Budapest
1294,Codie,Glovsky,Codie.Glovsky@mymail.com,5.54,1979-10-28,New York University (Buenos Aires campus)
1295,Roseline,Vastah,Roseline.Vastah@mymail.com,7.87,1953-10-09,American University of Armenia
1296,Joceline,Ogren,Joceline.Ogren@mymail.com,4.61,1978-07-19,Saint Louis University (Madrid campus)
1297,Chickie,Torray,Chickie.Torray@mymail.com,1.64,1984-02-17,United States International University
1298,Alyssa,Winnick,Alyssa.Winnick@mymail.com,6.31,2013-12-13,American University of Armenia
1299,Elbertina,Grayce,Elbertina.Grayce@mymail.com,10.23,1993-09-06,University of Maryland Global Campus
1300,Ezmeralda,Dituri,Ezmeralda.Dituri@mymail.com,10.27,1976-06-27,John Cabot University
1301,Elbertina,Bouchard,Elbertina.Bouchard@mymail.com,8.91,2000-05-07,New York University (Florence campus)
1302,Fred,Gale,Fred.Gale@mymail.com,9.42,2013-10-06,Keiser University (Latin American campus)
1303,Philis,Ardeha,Philis.Ardeha@mymail.com,8.25,2019-02-16,American University of Paris
1304,Carly,Rona,Carly.Rona@mymail.com,10.95,1964-06-03,American University of Rome
1305,Sandie,Pitt,Sandie.Pitt@mymail.com,9.63,1954-08-16,St. John's University (Paris campus)
1306,Mahalia,Fiester,Mahalia.Fiester@mymail.com,3.12,1912-02-27,McDaniel College Budapest
1307,Hallie,Garrison,Hallie.Garrison@mymail.com,1.58,1972-09-28,American College of Thessaloniki (ACT)
1308,Asia,Hailee,Asia.Hailee@mymail.com,9.98,2002-04-16,American College of Greece
1309,Deloria,Esmaria,Deloria.Esmaria@mymail.com,1.43,2014-07-18,Kean University (Wenzhou campus)
1310,Larine,Mauer,Larine.Mauer@mymail.com,1.01,1902-09-26,Hult International Business School
1311,Sindee,Salchunas,Sindee.Salchunas@mymail.com,9.84,1972-01-24,American University in Dubai
1312,Marsiella,Syd,Marsiella.Syd@mymail.com,9.85,2014-09-14,Temple University (Rome campus)
1313,Mahalia,Neils,Mahalia.Neils@mymail.com,1.59,2008-01-16,Saint Louis University (Madrid campus)
1314,Jsandye,Sparhawk,Jsandye.Sparhawk@mymail.com,1.88,2018-04-21,McDaniel College Budapest
1315,Lucille,Felizio,Lucille.Felizio@mymail.com,6.26,1940-12-21,Temple University (Japan campus)
1316,Letizia,Nisbet,Letizia.Nisbet@mymail.com,9.39,1977-10-25,Hellenic American University
1317,Ardys,Bebe,Ardys.Bebe@mymail.com,7.41,1943-09-25,Kean University (Wenzhou campus)
1318,Steffane,Lay,Steffane.Lay@mymail.com,1.37,1992-05-23,Richmond The American International University in London
1319,Mahalia,Vittoria,Mahalia.Vittoria@mymail.com,5.17,1954-01-14,American University in Bosnia and Herzegovina
1320,Rhoda,Lail,Rhoda.Lail@mymail.com,9.38,1919-07-02,George Mason University (Incheon campus)
1321,Alyda,Iiette,Alyda.Iiette@mymail.com,1.66,2019-11-15,Lakeland University (Japan campus)
1322,Marika,Daegal,Marika.Daegal@mymail.com,2.77,1936-09-07,Temple University (Rome campus)
1323,Bobinette,Shuler,Bobinette.Shuler@mymail.com,5,1968-07-07,New York University (Buenos Aires campus)
1324,Gwenneth,Vivle,Gwenneth.Vivle@mymail.com,4.78,1904-09-18,Temple University (Rome campus)
1325,Clary,Truc,Clary.Truc@mymail.com,3.89,1991-01-26,Temple University (Japan campus)
1326,Vanessa,Arathorn,Vanessa.Arathorn@mymail.com,4.33,1996-10-24,St. John's University (Paris campus)
1327,Cordi,Sophronia,Cordi.Sophronia@mymail.com,7.07,1943-10-08,New York University (Buenos Aires campus)
1328,Zia,McAdams,Zia.McAdams@mymail.com,3.02,1998-12-05,Hellenic American University
1329,Ottilie,Forrer,Ottilie.Forrer@mymail.com,7.51,1902-06-20,Schiller International University
1330,Kellen,Selway,Kellen.Selway@mymail.com,6.99,1924-10-09,New York University (Florence campus)
1331,Mary,Radu,Mary.Radu@mymail.com,4.22,1924-10-27,Lakeland University (Japan campus)
1332,Joane,Merna,Joane.Merna@mymail.com,2.47,2007-10-13,Richmond The American International University in London
1333,Rubie,Sibyls,Rubie.Sibyls@mymail.com,5.57,1926-08-18,American University in Bulgaria
1334,Violet,Jorgan,Violet.Jorgan@mymail.com,3.79,1995-04-20,Richmond The American International University in London
1335,Meghann,Milson,Meghann.Milson@mymail.com,5.53,1992-12-03,Hellenic American University
1336,Justinn,Federica,Justinn.Federica@mymail.com,2.21,1980-04-06,American University of Antigua
1337,Gusella,Hewitt,Gusella.Hewitt@mymail.com,8.18,1931-02-19,Kean University (Wenzhou campus)
1338,Mamie,Kamaria,Mamie.Kamaria@mymail.com,5.98,1942-08-05,Richmond The American International University in London
1339,Althea,Barney,Althea.Barney@mymail.com,6.55,1996-10-25,St. John's University (Italy campus)
1340,Vita,Daegal,Vita.Daegal@mymail.com,4.61,1936-02-21,American College of Greece
1341,Pamella,Shanley,Pamella.Shanley@mymail.com,4.04,1928-08-02,American University in Dubai
1342,Mallory,Ashely,Mallory.Ashely@mymail.com,9.02,2012-01-24,United States International University
1343,Wendi,Myrilla,Wendi.Myrilla@mymail.com,1.48,1919-03-10,Richmond The American International University in London
1344,Nataline,Esmaria,Nataline.Esmaria@mymail.com,7.74,1916-12-20,United States International University
1345,Winifred,Jobi,Winifred.Jobi@mymail.com,4.75,1937-02-15,Kean University (Wenzhou campus)
1346,Aeriela,Kevon,Aeriela.Kevon@mymail.com,8.27,1902-02-06,Temple University (Japan campus)
1347,Mellicent,Shirberg,Mellicent.Shirberg@mymail.com,1.12,1913-02-05,Central European University
1348,Marnia,Radu,Marnia.Radu@mymail.com,9.11,1972-11-06,University of Maryland Global Campus
1349,Max,Freddi,Max.Freddi@mymail.com,10.79,1952-09-06,New York University (Florence campus)
1350,Mamie,Sperling,Mamie.Sperling@mymail.com,2.9,1970-11-05,Stony Brook University (Korea campus)
1351,Trixi,Gaulin,Trixi.Gaulin@mymail.com,3.31,1913-10-19,New York University (Abu Dhabi campus)
1352,Jenda,Cecile,Jenda.Cecile@mymail.com,2.68,1939-03-13,Temple University (Rome campus)
